h3,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,confidence
873944126ffffff,0.0136,0.0228,0.0713,0.447,0.974,1.15,4,4.65,5.22,3.34,1.21,0.0568,medium
873944128ffffff,0.0225,0.0376,0.117,0.729,1.58,1.86,6.3,7.21,8.03,5.24,1.95,0.0936,high
873944129ffffff,0.0131,0.0219,0.0686,0.429,0.936,1.11,3.91,4.53,5.08,3.22,1.17,0.0547,medium
87394412affffff,0.0306,0.0511,0.159,0.983,2.11,2.48,8.06,9.16,10.2,6.77,2.58,0.127,high
87394412bffffff,0.0146,0.0244,0.0762,0.477,1.04,1.23,4.35,5.01,5.62,3.58,1.3,0.0608,medium
87394412cffffff,0.0212,0.0354,0.111,0.688,1.49,1.76,5.96,6.93,7.74,4.98,1.85,0.0884,high
87394412dffffff,0.0168,0.0281,0.0879,0.547,1.19,1.41,4.85,5.69,6.37,4.04,1.49,0.0701,high
87394412effffff,0.0213,0.0355,0.111,0.693,1.51,1.78,6.18,7.09,7.92,5.1,1.88,0.0886,high
873944130ffffff,0.0108,0.0181,0.0566,0.356,0.777,0.92,3.24,3.77,4.24,2.7,0.971,0.0451,high
873944131ffffff,0.0106,0.0177,0.0553,0.348,0.76,0.9,3.17,3.69,4.15,2.64,0.951,0.0441,high
873944132ffffff,0.0114,0.0191,0.0598,0.375,0.817,0.968,3.38,3.93,4.41,2.82,1.02,0.0476,high
873944133ffffff,0.0118,0.0197,0.0616,0.387,0.846,1,3.51,4.09,4.6,2.93,1.06,0.0491,high
873944134ffffff,0.0101,0.0168,0.0526,0.329,0.717,0.852,2.99,3.49,3.92,2.49,0.902,0.0419,medium
873944135ffffff,0.0129,0.0216,0.0676,0.425,0.926,1.1,3.83,4.46,5.01,3.2,1.16,0.053900000000000003,medium
873944136ffffff,0.00995,0.0166,0.052,0.325,0.705,0.84,2.95,3.43,3.85,2.45,0.891,0.0415,high
873944140ffffff,0.0148,0.0247,0.0772,0.48,1.05,1.25,4.39,5.04,5.67,3.57,1.32,0.0616,medium
873944141ffffff,0.0133,0.0221,0.0693,0.429,0.934,1.13,3.9,4.55,5.03,3.18,1.18,0.0553,medium
873944142ffffff,0.0158,0.0263,0.0824,0.512,1.11,1.33,4.66,5.35,6.01,3.79,1.4,0.0657,medium
873944143ffffff,0.0164,0.0274,0.0856,0.53,1.15,1.39,4.8,5.56,6.17,3.92,1.45,0.0683,medium
873944144ffffff,0.0147,0.0246,0.0768,0.476,1.03,1.23,4.27,4.9,5.5,3.49,1.3,0.0613,medium
873944145ffffff,0.0154,0.0256,0.0802,0.496,1.08,1.29,4.42,5.13,5.68,3.63,1.35,0.0639,medium
873944146ffffff,0.0163,0.0271,0.0849,0.527,1.15,1.36,4.77,5.47,6.14,3.89,1.44,0.0677,medium
873944148ffffff,0.0163,0.0271,0.0849,0.524,1.14,1.38,4.69,5.46,6.02,3.84,1.43,0.0677,high
873944149ffffff,0.0157,0.0263,0.0821,0.508,1.11,1.34,4.6,5.35,5.91,3.75,1.4,0.0655,high
87394414affffff,0.0183,0.0306,0.0956,0.59,1.28,1.54,5.24,6.08,6.7,4.3,1.61,0.0763,medium
87394414bffffff,0.0197,0.0329,0.103,0.635,1.38,1.67,5.67,6.58,7.26,4.65,1.74,0.0821,medium
87394414cffffff,0.0144,0.024,0.0749,0.464,1.01,1.22,4.21,4.9,5.42,3.44,1.27,0.0598,medium
87394414dffffff,0.0144,0.024,0.075,0.464,1.01,1.22,4.22,4.91,5.43,3.44,1.28,0.0598,high
87394414effffff,0.0168,0.0281,0.0878,0.542,1.18,1.42,4.87,5.67,6.25,3.99,1.49,0.07,medium
873944150ffffff,0.0166,0.0277,0.0865,0.537,1.17,1.39,4.88,5.6,6.29,3.98,1.47,0.069,high
873944151ffffff,0.0298,0.0498,0.155,0.937,1.99,2.34,7.3,8.25,9.13,6.12,2.41,0.124,high
873944152ffffff,0.022,0.0367,0.115,0.709,1.54,1.83,6.25,7.14,7.99,5.13,1.92,0.0914,high
873944153ffffff,0.0174,0.0291,0.091,0.565,1.23,1.46,5.12,5.88,6.6,4.18,1.54,0.0726,high
873944154ffffff,0.0139,0.0231,0.0723,0.45,0.979,1.17,4.12,4.74,5.32,3.35,1.23,0.0577,high
873944155ffffff,0.0144,0.024,0.0751,0.467,1.02,1.21,4.27,4.91,5.52,3.48,1.28,0.0599,high
873944156ffffff,0.0237,0.0395,0.123,0.752,1.61,1.9,6.18,7.02,7.81,5.13,1.98,0.0982,high
873944158ffffff,0.0182,0.0304,0.095,0.587,1.28,1.54,5.27,6.12,6.77,4.32,1.61,0.0758,medium
873944159ffffff,0.0199,0.0333,0.104,0.642,1.4,1.68,5.74,6.66,7.35,4.7,1.76,0.083,low
87394415affffff,0.0218,0.0364,0.114,0.702,1.52,1.83,6.29,7.19,8.04,5.14,1.92,0.0907,high
87394415bffffff,0.0229,0.0382,0.119,0.736,1.6,1.92,6.54,7.52,8.35,5.36,2.01,0.0952,high
87394415cffffff,0.0169,0.0282,0.0882,0.547,1.19,1.42,4.94,5.69,6.36,4.03,1.49,0.0703,high
87394415dffffff,0.0197,0.0328,0.103,0.632,1.37,1.65,5.56,6.45,7.1,4.57,1.72,0.0819,medium
87394415effffff,0.0199,0.0332,0.104,0.642,1.39,1.65,5.65,6.46,7.23,4.63,1.73,0.0828,high
873944160ffffff,0.0153,0.0255,0.0798,0.495,1.08,1.29,4.41,5.2,5.74,3.65,1.35,0.0636,medium
873944161ffffff,0.0139,0.0232,0.0726,0.451,0.984,1.18,4.03,4.75,5.24,3.33,1.23,0.058,medium
873944162ffffff,0.0146,0.0244,0.0762,0.473,1.03,1.24,4.24,4.99,5.53,3.5,1.29,0.0608,medium
873944163ffffff,0.0125,0.0208,0.0652,0.405,0.884,1.06,3.64,4.3,4.75,3,1.11,0.052,medium
873944164ffffff,0.0164,0.0273,0.0854,0.529,1.15,1.38,4.69,5.52,6.09,3.88,1.44,0.0681,medium
873944165ffffff,0.0225,0.0376,0.117,0.711,1.52,1.81,5.66,6.58,7.19,4.77,1.86,0.0933,medium
873944166ffffff,0.015,0.025,0.0782,0.485,1.06,1.27,4.34,5.13,5.67,3.59,1.33,0.0624,medium
873944168ffffff,0.0141,0.0236,0.0738,0.457,1,1.21,4.05,4.82,5.22,3.35,1.24,0.0589,medium
873944169ffffff,0.0174,0.0291,0.0909,0.561,1.22,1.48,4.84,5.73,6.19,4.02,1.51,0.0725,medium
87394416affffff,0.014,0.0233,0.0729,0.451,0.986,1.19,4.08,4.8,5.26,3.34,1.24,0.0581,medium
87394416bffffff,0.0135,0.0225,0.0703,0.436,0.954,1.16,3.94,4.66,5.09,3.24,1.2,0.0561,medium
87394416cffffff,0.0128,0.0214,0.0669,0.415,0.909,1.1,3.71,4.42,4.79,3.06,1.13,0.0534,medium
87394416dffffff,0.0156,0.0261,0.0816,0.505,1.1,1.34,4.43,5.26,5.7,3.67,1.37,0.0651,medium
87394416effffff,0.0191,0.0319,0.0995,0.605,1.3,1.56,4.88,5.72,6.17,4.1,1.59,0.0793,medium
873944170ffffff,0.0147,0.0246,0.0768,0.477,1.04,1.24,4.34,4.99,5.61,3.54,1.31,0.0613,medium
873944171ffffff,0.0171,0.0285,0.0893,0.553,1.2,1.43,4.98,5.71,6.41,4.07,1.51,0.0712,medium
873944172ffffff,0.0136,0.0226,0.0708,0.442,0.962,1.14,4.04,4.65,5.23,3.3,1.21,0.0565,medium
873944173ffffff,0.0152,0.0253,0.0793,0.492,1.07,1.28,4.49,5.16,5.8,3.66,1.35,0.0632,medium
873944174ffffff,0.0138,0.0231,0.0723,0.451,0.983,1.17,4.09,4.74,5.31,3.36,1.23,0.0576,medium
873944175ffffff,0.0183,0.0306,0.0955,0.592,1.29,1.54,5.27,6.13,6.81,4.34,1.61,0.0762,medium
873944176ffffff,0.0154,0.0257,0.0804,0.503,1.1,1.3,4.57,5.26,5.9,3.76,1.37,0.0641,medium
873944180ffffff,0.0196,0.0327,0.102,0.642,1.4,1.68,5.57,6.37,7.21,4.76,1.74,0.0815,high
873944181ffffff,0.0263,0.0439,0.137,0.851,1.84,2.18,6.89,7.84,8.75,5.94,2.24,0.109,high
873944182ffffff,0.027,0.045,0.141,0.878,1.9,2.28,7.36,8.34,9.44,6.33,2.35,0.112,medium
873944183ffffff,0.0332,0.0554,0.173,1.07,2.31,2.76,8.57,9.64,10.9,7.43,2.82,0.138,high
873944184ffffff,0.0661,0.11,0.335,1.8,3.46,3.95,9.3,10.3,11.1,8.37,3.85,0.266,high
873944185ffffff,0.018,0.0301,0.0942,0.592,1.29,1.54,5.21,6.03,6.73,4.41,1.61,0.0751,high
873944186ffffff,0.0175,0.0292,0.0914,0.572,1.24,1.5,5.02,5.74,6.53,4.27,1.56,0.0728,medium
873944188ffffff,0.0905,0.151,0.467,2.73,5.58,6.5,16.5,18,19.7,14.8,6.39,0.371,high
873944189ffffff,0.0663,0.111,0.342,2.02,4.19,4.88,13.6,14.9,16.5,11.8,4.89,0.273,high
87394418affffff,0.119,0.198,0.612,3.59,7.33,8.53,21.2,23.1,25.2,19.2,8.36,0.487,high
87394418bffffff,0.04,0.0667,0.208,1.27,2.72,3.22,9.71,10.8,12,8.36,3.27,0.166,high
87394418cffffff,0.0266,0.0444,0.138,0.829,1.74,2.04,5.99,6.78,7.48,5.2,2.07,0.11,high
87394418dffffff,0.0263,0.0439,0.137,0.856,1.86,2.2,7.26,8.28,9.24,6.14,2.29,0.109,high
87394418effffff,0.314,0.519,1.55,7.58,13.5,15,28.4,30.2,32.1,26.6,14.1,1.23,high
873944190ffffff,0.0243,0.0406,0.127,0.792,1.72,2.07,6.82,7.76,8.81,5.83,2.14,0.101,medium
873944191ffffff,0.0263,0.0439,0.137,0.858,1.86,2.24,7.35,8.35,9.48,6.29,2.32,0.109,medium
873944192ffffff,0.0235,0.0393,0.123,0.768,1.67,2.01,6.62,7.54,8.57,5.66,2.08,0.0979,high
873944193ffffff,0.0278,0.0464,0.145,0.905,1.96,2.36,7.73,8.78,9.96,6.62,2.44,0.116,high
873944194ffffff,0.0301,0.0503,0.157,0.975,2.1,2.53,8.05,9.11,10.3,6.93,2.6,0.125,medium
873944195ffffff,0.0193,0.0322,0.101,0.63,1.37,1.65,5.5,6.28,7.14,4.69,1.71,0.0802,medium
873944196ffffff,0.0267,0.0446,0.139,0.87,1.88,2.27,7.4,8.4,9.53,6.34,2.34,0.111,medium
873944198ffffff,0.0805,0.134,0.408,2.21,4.27,4.88,11.5,12.6,13.8,10.4,4.72,0.324,high
873944199ffffff,0.0225,0.0375,0.117,0.735,1.6,1.92,6.3,7.15,8.13,5.4,1.98,0.0934,high
87394419affffff,0.125,0.208,0.637,3.54,6.96,7.99,18.9,20.6,22.5,17.1,7.74,0.506,high
87394419bffffff,0.025,0.0416,0.13,0.817,1.78,2.13,6.97,7.91,8.98,5.98,2.2,0.104,medium
87394419cffffff,0.0428,0.0713,0.223,1.38,2.96,3.52,10.7,12,13.5,9.35,3.59,0.177,high
87394419dffffff,0.0361,0.0602,0.188,1.15,2.47,2.93,8.79,9.85,11,7.68,2.97,0.15,high
87394419effffff,0.0498,0.083,0.258,1.54,3.23,3.8,10.8,12,13.4,9.5,3.82,0.205,high
8739441a0ffffff,0.017,0.0283,0.0886,0.552,1.19,1.43,4.77,5.5,6.15,4.05,1.5,0.0707,high
8739441a1ffffff,0.014,0.0234,0.0732,0.46,1.01,1.2,4.09,4.74,5.3,3.45,1.25,0.0584,medium
8739441a2ffffff,0.0162,0.0271,0.0848,0.528,1.14,1.38,4.64,5.36,6,3.93,1.44,0.0676,high
8739441a3ffffff,0.0188,0.0313,0.098,0.615,1.34,1.6,5.37,6.21,6.93,4.55,1.67,0.0781,high
8739441a4ffffff,0.0126,0.0211,0.0659,0.411,0.892,1.07,3.64,4.22,4.73,3.08,1.13,0.0526,high
8739441a5ffffff,0.0256,0.0427,0.133,0.812,1.72,2.04,6.22,7.08,7.82,5.37,2.08,0.106,medium
8739441a6ffffff,0.0116,0.0194,0.0606,0.378,0.82,0.986,3.36,3.89,4.36,2.84,1.04,0.0483,high
8739441a8ffffff,0.79,1.14,2.16,4.41,6.17,6.66,12.5,13.5,14.4,11.4,6.56,1.78,high
8739441a9ffffff,1.58,2.28,4.27,7.83,9.59,9.95,14,14.7,15.4,13.2,9.63,3.52,high
8739441aaffffff,0.0217,0.0362,0.113,0.707,1.53,1.82,5.98,6.87,7.64,5.09,1.89,0.0902,high
8739441abffffff,0.0865,0.144,0.442,2.48,4.88,5.56,13,14.2,15.3,11.8,5.4,0.351,high
8739441acffffff,0.0135,0.0226,0.0707,0.445,0.972,1.16,3.97,4.6,5.14,3.35,1.21,0.0563,high
8739441adffffff,0.0808,0.134,0.407,2.13,4.02,4.53,10.2,11.3,12.1,9.23,4.37,0.323,high
8739441aeffffff,0.229,0.376,1.09,4.68,7.89,8.64,16.2,17.5,18.5,15.1,8.17,0.859,high
8739441b0ffffff,0.0173,0.0289,0.0905,0.565,1.22,1.47,4.95,5.69,6.4,4.19,1.54,0.0721,medium
8739441b1ffffff,0.0217,0.0362,0.113,0.704,1.52,1.82,6.03,6.93,7.74,5.13,1.91,0.0903,high
8739441b2ffffff,0.0197,0.0329,0.103,0.645,1.4,1.69,5.63,6.42,7.3,4.8,1.75,0.0821,medium
8739441b3ffffff,0.0351,0.0585,0.182,1.1,2.32,2.76,8.04,9,10,7.03,2.78,0.145,medium
8739441b4ffffff,0.0148,0.0246,0.077,0.479,1.04,1.24,4.15,4.79,5.36,3.52,1.3,0.0614,medium
8739441b5ffffff,0.0142,0.0238,0.0744,0.464,1,1.21,4.09,4.73,5.3,3.46,1.27,0.0593,medium
8739441b6ffffff,0.0136,0.0227,0.0711,0.445,0.966,1.16,3.93,4.52,5.11,3.33,1.22,0.0567,medium
873944200ffffff,0.114,0.189,0.587,3.44,7.25,8.76,23.3,25.8,27.9,19.9,8.29,0.467,high
873944201ffffff,0.0636,0.106,0.329,1.97,4.22,5.15,14.9,16.7,18.3,12.4,4.94,0.262,high
873944202ffffff,0.394,0.649,1.9,8.86,16.1,18.6,38.4,41.3,43.7,34.3,17.1,1.51,high
873944203ffffff,0.169,0.278,0.813,3.87,7.38,8.71,22.3,24.7,26.8,18.9,8.26,0.644,high
873944204ffffff,0.0457,0.0763,0.238,1.48,3.26,4.06,13,14.8,16.3,10.6,3.97,0.19,high
873944205ffffff,0.0456,0.0761,0.238,1.46,3.2,3.98,12.5,14.3,15.6,10.3,3.91,0.19,medium
873944206ffffff,0.42,0.672,1.77,6.59,11.4,13.1,28.6,31.1,33.2,25,12.3,1.4,high
873944208ffffff,0.397,0.654,1.93,8.89,15.8,17.7,32.7,35,37.2,30.4,16.1,1.52,high
873944209ffffff,0.0274,0.0456,0.143,0.906,2.03,2.47,7.9,9.19,10.5,6.81,2.45,0.114,high
87394420affffff,0.031,0.0517,0.162,1.01,2.23,2.75,8.75,9.98,11.1,7.23,2.69,0.129,high
87394420bffffff,0.0174,0.029,0.0907,0.58,1.31,1.6,5.36,6.3,7.27,4.57,1.6,0.0724,high
87394420cffffff,0.166,0.275,0.825,4.07,7.51,8.62,17.4,18.7,19.9,15.6,7.87,0.654,high
87394420dffffff,0.0824,0.137,0.423,2.45,5.09,6,15.1,16.9,18.7,13.5,5.7,0.337,high
87394420effffff,0.097,0.162,0.501,2.98,6.35,7.7,20.8,23,24.9,17.7,7.3,0.4,high
873944210ffffff,0.56,0.895,2.3,7.44,11.6,12.8,22.9,24.2,25.4,20.7,11.9,1.82,high
873944211ffffff,0.0534,0.089,0.277,1.69,3.69,4.53,13.5,15.2,16.6,11.2,4.37,0.221,high
873944212ffffff,0.0195,0.0326,0.102,0.635,1.41,1.75,6.02,6.81,7.6,4.79,1.74,0.0813,high
873944213ffffff,0.0543,0.0905,0.281,1.66,3.5,4.24,11.8,13.1,14.2,9.89,4.06,0.224,high
873944214ffffff,0.0897,0.149,0.457,2.54,5.13,6.1,15.8,17.3,18.7,13.3,5.79,0.364,high
873944215ffffff,0.569,0.899,2.27,8.13,14,16,32.4,34.7,36.6,28.9,14.9,1.8,high
873944216ffffff,0.364,0.585,1.56,5.8,9.82,11.1,21.9,23.3,24.6,19.6,10.3,1.23,high
873944218ffffff,0.0283,0.0472,0.148,0.923,2.06,2.56,8.52,9.73,10.8,6.88,2.51,0.118,high
873944219ffffff,0.0241,0.0402,0.126,0.787,1.76,2.2,7.42,8.5,9.47,5.96,2.16,0.1,high
87394421affffff,0.0345,0.0575,0.179,1.1,2.44,2.93,8.4,9.45,10.7,7.31,2.79,0.143,high
87394421bffffff,0.0261,0.0435,0.135,0.827,1.81,2.22,6.79,7.7,8.6,5.64,2.14,0.108,high
87394421cffffff,2.93,4.6,11.3,32.6,46.5,49.7,68.6,70.8,72.4,65.7,45.4,8.95,high
87394421dffffff,0.933,1.47,3.62,11.3,17.9,19.9,35.8,38.1,40,32.6,18.4,2.88,high
87394421effffff,0.0641,0.107,0.332,2.01,4.33,5.3,15.2,16.9,18.5,12.7,5.07,0.265,high
873944220ffffff,0.0342,0.0571,0.178,1.1,2.39,2.99,9.66,11.2,12.1,7.86,2.98,0.142,high
873944221ffffff,0.025,0.0418,0.131,0.806,1.76,2.21,7.27,8.43,9.17,5.89,2.21,0.104,high
873944222ffffff,0.0431,0.072,0.225,1.38,2.98,3.71,11.8,13.5,14.6,9.63,3.71,0.179,high
873944223ffffff,0.0434,0.0724,0.226,1.39,3.02,3.77,11.9,13.7,14.9,9.78,3.74,0.181,high
873944224ffffff,0.0236,0.0393,0.123,0.756,1.64,2.05,6.82,7.85,8.58,5.5,2.08,0.0981,high
873944225ffffff,0.0214,0.0357,0.112,0.691,1.51,1.9,6.3,7.33,7.98,5.09,1.9,0.0892,high
873944226ffffff,0.0335,0.0558,0.174,1.07,2.31,2.88,9.36,10.7,11.7,7.6,2.91,0.139,high
873944228ffffff,0.022,0.0366,0.114,0.707,1.55,1.94,6.38,7.41,8.06,5.16,1.94,0.0914,high
873944229ffffff,0.0187,0.0313,0.0977,0.614,1.36,1.68,5.58,6.53,7.34,4.62,1.68,0.0781,high
87394422affffff,0.0253,0.0422,0.132,0.818,1.8,2.25,7.41,8.55,9.37,6,2.23,0.105,high
87394422bffffff,0.0566,0.0942,0.289,1.62,3.26,3.86,9.41,10.5,11.3,8.24,3.65,0.23,high
87394422cffffff,0.0268,0.0447,0.139,0.852,1.84,2.3,7.22,8.31,9,5.92,2.28,0.111,high
87394422dffffff,0.0195,0.0326,0.102,0.63,1.38,1.72,5.63,6.54,7.17,4.59,1.72,0.0813,high
87394422effffff,0.0273,0.0456,0.142,0.879,1.92,2.41,7.85,9.09,9.88,6.37,2.4,0.114,high
873944230ffffff,0.0378,0.0631,0.197,1.22,2.69,3.33,11,12.4,13.7,8.83,3.29,0.157,high
873944231ffffff,0.0734,0.122,0.381,2.31,5,6.11,18.2,20.2,22,15,5.95,0.304,high
873944232ffffff,0.0304,0.0507,0.159,0.986,2.18,2.71,9.17,10.3,11.4,7.29,2.69,0.127,high
873944233ffffff,0.878,1.36,3.17,8.72,13.1,14.5,27,28.9,30.6,24,13.7,2.53,high
873944234ffffff,0.0485,0.0807,0.248,1.38,2.79,3.35,9.18,10.2,11.1,7.64,3.24,0.197,high
873944235ffffff,0.0404,0.0674,0.21,1.29,2.78,3.44,10.9,12.4,13.5,8.91,3.44,0.168,high
873944236ffffff,0.023,0.0384,0.12,0.748,1.66,2.06,7.11,8.04,8.94,5.62,2.05,0.0958,high
873944240ffffff,0.0168,0.028,0.0876,0.561,1.26,1.5,5.05,5.95,7.01,4.37,1.54,0.07,high
873944241ffffff,0.113,0.187,0.549,2.59,4.73,5.32,12.1,13.5,15.1,11,5.1,0.435,high
873944242ffffff,0.0228,0.038,0.119,0.749,1.66,1.93,5.83,6.75,8.04,5.33,1.97,0.0947,high
873944243ffffff,0.042,0.0698,0.217,1.3,2.77,3.2,8.79,10.1,11.7,8.05,3.18,0.173,high
873944244ffffff,0.0176,0.0293,0.0918,0.585,1.3,1.55,5.09,5.95,6.96,4.41,1.58,0.0733,high
873944245ffffff,0.117,0.195,0.599,3.43,6.94,7.96,18.4,20.3,22.3,16.9,7.61,0.477,high
873944246ffffff,0.043,0.0716,0.222,1.34,2.86,3.37,9.24,10.5,11.9,8.25,3.3,0.177,high
873944248ffffff,0.0212,0.0353,0.111,0.713,1.6,1.87,6.2,7.35,8.94,5.6,1.97,0.0884,high
873944249ffffff,0.226,0.371,1.07,4.84,8.64,9.47,18.9,20.8,23.2,18.1,9.1,0.849,high
87394424affffff,1.47,2.03,3.65,7.85,10.9,11.5,18.6,20,22,17.8,11,3.06,high
87394424bffffff,0.057,0.0947,0.294,1.76,3.7,4.2,11.1,12.8,15,10.5,4.25,0.234,high
87394424cffffff,0.102,0.169,0.513,2.7,5.16,5.84,13.3,14.8,16.5,12.1,5.57,0.407,high
87394424dffffff,0.0191,0.0318,0.0996,0.636,1.42,1.65,5.31,6.28,7.68,4.84,1.74,0.0796,high
87394424effffff,0.153,0.252,0.743,3.48,6.25,6.93,14.4,16,17.9,13.5,6.57,0.588,high
873944250ffffff,0.0118,0.0197,0.0616,0.395,0.895,1.09,3.7,4.36,5.05,3.15,1.1,0.0492,high
873944251ffffff,0.0151,0.0251,0.0789,0.51,1.16,1.37,4.61,5.44,6.57,4.11,1.42,0.0629,high
873944252ffffff,0.016,0.0267,0.0836,0.534,1.21,1.47,4.9,5.76,6.65,4.19,1.47,0.0667,high
873944253ffffff,0.0453,0.0754,0.233,1.38,2.92,3.43,8.91,10.1,11.4,8.03,3.29,0.186,high
873944254ffffff,0.0225,0.0375,0.117,0.744,1.67,2.03,6.43,7.48,8.55,5.55,2.01,0.0937,high
873944255ffffff,0.0177,0.0295,0.0924,0.588,1.32,1.6,5.16,6.03,6.96,4.47,1.6,0.0737,high
873944256ffffff,0.0132,0.022,0.069,0.442,1,1.23,4.13,4.86,5.63,3.51,1.23,0.0551,high
873944258ffffff,0.0917,0.152,0.47,2.73,5.62,6.38,15.3,17.1,19.4,14.4,6.2,0.374,high
873944259ffffff,0.306,0.506,1.53,8.01,15.2,16.9,33.4,36.1,39.4,32,15.9,1.21,high
87394425affffff,0.0289,0.0481,0.151,0.97,2.18,2.56,8.19,9.55,11.5,7.43,2.65,0.12,high
87394425bffffff,0.157,0.258,0.758,3.59,6.6,7.33,15.6,17.2,19.3,14.7,7,0.599,high
87394425cffffff,0.0725,0.121,0.375,2.28,4.85,5.57,14.1,15.8,18,13.2,5.47,0.299,high
87394425dffffff,0.0289,0.0482,0.151,0.974,2.2,2.58,8.34,9.75,11.7,7.56,2.67,0.121,high
87394425effffff,0.0477,0.0793,0.246,1.49,3.16,3.63,9.42,10.6,12.3,8.77,3.58,0.196,high
873944260ffffff,0.137,0.225,0.648,2.87,5.15,5.84,13.2,14.8,16.4,11.9,5.58,0.513,high
873944261ffffff,0.0369,0.0615,0.191,1.17,2.52,2.96,8.62,9.89,11.4,7.63,2.96,0.153,high
873944262ffffff,0.0247,0.0411,0.127,0.739,1.53,1.81,4.76,5.4,5.99,4.16,1.74,0.101,medium
873944263ffffff,0.0206,0.0344,0.107,0.683,1.51,1.8,5.82,6.79,7.92,5.07,1.84,0.0858,high
873944264ffffff,0.0197,0.0329,0.103,0.646,1.43,1.76,5.74,6.7,7.55,4.8,1.75,0.0822,high
873944265ffffff,0.019,0.0316,0.0989,0.633,1.42,1.69,5.67,6.66,7.83,4.9,1.74,0.0791,high
873944266ffffff,0.0589,0.098,0.302,1.71,3.47,4.09,9.7,10.8,11.7,8.62,3.85,0.24,high
873944268ffffff,0.0382,0.0636,0.198,1.24,2.72,3.22,9.75,11.2,12.9,8.59,3.24,0.158,high
873944269ffffff,0.0368,0.0614,0.191,1.19,2.6,3,8.95,10.4,12.4,8.17,3.09,0.153,high
87394426affffff,0.119,0.197,0.601,3.28,6.4,7.26,16.1,17.8,19.6,14.8,6.89,0.478,high
87394426bffffff,0.0325,0.0541,0.169,1.07,2.36,2.79,8.76,10.2,11.9,7.74,2.85,0.135,high
87394426cffffff,0.0391,0.0651,0.203,1.25,2.71,3.19,9.33,10.7,12.3,8.27,3.19,0.162,high
87394426dffffff,0.0259,0.0431,0.135,0.853,1.88,2.23,7.03,8.17,9.51,6.17,2.27,0.108,high
87394426effffff,0.0287,0.0479,0.15,0.949,2.1,2.5,8,9.32,10.8,6.98,2.55,0.119,high
873944270ffffff,0.0139,0.0233,0.0727,0.459,1.02,1.26,4.25,5,5.65,3.52,1.26,0.0581,high
873944271ffffff,0.0127,0.0211,0.066,0.417,0.928,1.15,3.85,4.52,5.11,3.19,1.15,0.0528,high
873944272ffffff,0.023,0.0384,0.12,0.758,1.69,2.06,6.54,7.61,8.66,5.61,2.04,0.0959,high
873944273ffffff,0.0315,0.0525,0.164,1.02,2.25,2.72,8.14,9.35,10.5,7.05,2.66,0.131,high
873944274ffffff,0.0235,0.0391,0.122,0.763,1.68,2.06,6.53,7.58,8.48,5.49,2.04,0.0976,high
873944275ffffff,0.0251,0.0419,0.13,0.797,1.72,2.09,6.13,7.02,7.78,5.23,2.04,0.104,high
873944276ffffff,0.0233,0.0388,0.121,0.76,1.68,2.07,6.68,7.78,8.73,5.59,2.05,0.0968,high
873944280ffffff,0.0155,0.0259,0.0811,0.515,1.2,1.44,4.63,5.23,6.34,4.09,1.41,0.0647,high
873944281ffffff,0.0236,0.0393,0.122,0.747,1.67,1.97,5.49,6.09,7.17,4.96,1.88,0.0975,high
873944282ffffff,0.034,0.0566,0.177,1.1,2.49,2.96,8.53,9.48,11.2,7.69,2.84,0.141,high
873944283ffffff,0.0113,0.0189,0.0592,0.38,0.894,1.08,3.63,4.13,5.07,3.18,1.06,0.0473,high
873944284ffffff,0.0222,0.0371,0.116,0.723,1.65,1.97,5.87,6.56,7.81,5.26,1.9,0.0923,high
873944285ffffff,0.0242,0.0403,0.126,0.774,1.75,2.07,5.92,6.59,7.79,5.33,1.98,0.1,high
873944286ffffff,0.051,0.0849,0.263,1.53,3.29,3.82,9.2,10,11.5,8.48,3.55,0.209,high
873944288ffffff,0.197,0.326,0.992,5.29,10.6,12.1,24.8,26.8,29.5,23.3,10.9,0.788,high
873944289ffffff,0.0385,0.0642,0.2,1.23,2.79,3.34,9.39,10.5,12.2,8.47,3.17,0.159,high
87394428affffff,0.0333,0.0555,0.173,1.1,2.56,3.08,9.56,10.9,12.9,8.51,2.98,0.138,high
87394428bffffff,0.0978,0.163,0.505,3.01,6.6,7.79,20,22.1,25.3,18.3,7.28,0.402,high
87394428cffffff,0.0182,0.0303,0.0948,0.603,1.41,1.71,5.48,6.26,7.5,4.84,1.66,0.0756,high
87394428dffffff,0.0163,0.0272,0.085,0.543,1.28,1.55,5.08,5.83,7.03,4.47,1.51,0.0679,high
87394428effffff,0.0604,0.101,0.312,1.86,4.06,4.77,12.3,13.6,15.7,11.2,4.47,0.248,high
873944290ffffff,0.104,0.172,0.527,2.94,6.18,7.01,15.5,16.9,19.8,15,6.53,0.419,high
873944291ffffff,0.0453,0.0754,0.236,1.49,3.5,4.1,11.3,12.7,15.5,10.9,4.01,0.188,high
873944292ffffff,0.0304,0.0505,0.158,1.01,2.39,2.82,8.26,9.32,11.6,7.88,2.78,0.126,high
873944293ffffff,0.12,0.199,0.612,3.42,7.2,8.16,17.5,19.1,22.1,17.1,7.57,0.486,high
873944294ffffff,0.0317,0.0529,0.165,1.03,2.35,2.78,8.13,9.01,10.8,7.4,2.7,0.132,high
873944295ffffff,0.0869,0.145,0.447,2.62,5.64,6.55,15.8,17.2,19.6,14.6,6.1,0.356,high
